test 0-0,4,0,0,3,classifiers.lazy.KStar,432.0
test 0-0,4,0,0,3,classifiers.bayes.NaiveBayes,424.0
test 0-0,4,0,0,3,classifiers.rules.DecisionTable,387.0
test 0-0,4,0,0,3,classifiers.functions.SMOreg,387.0
test 0-0,4,0,0,3,classifiers.trees.DecisionStump,268.0
test 0-0,4,0,0,3,classifiers.trees.J48,410.0
test 0-0,4,0,0,3,classifiers.trees.RandomTree,396.0
test 0-0,4,0,0,3,classifiers.functions.GaussianProcesses,396.0
test 0-0,4,0,0,3,classifiers.functions.MultilayerPerceptron,464.0
test 0-0,4,0,0,3,classifiers.trees.RandomForest,422.0
test 0-0,4,0,0,3,classifiers.functions.Logistic,496.0
test 0-0,4,0,0,3,classifiers.trees.lmt.LogisticBase,493.0
test 0-0,4,0,0,3,classifiers.bayes.BayesNet,353.0
test 0-0,4,0,0,3,classifiers.trees.HoeffdingTree,425.0
test 0-0,4,0,0,3,classifiers.functions.SimpleLinearRegression,425.0
test 0-0,4,0,0,3,classifiers.rules.JRip,378.0
test 0-0,4,0,0,3,classifiers.misc.SerializedClassifier,378.0
test 0-0,4,0,0,3,classifiers.rules.PART,404.0
test 0-0,4,0,0,3,classifiers.functions.LinearRegression,404.0
test 0-0,4,0,0,3,classifiers.functions.SMO,468.0
test 0-0,4,0,0,3,classifiers.functions.VotedPerceptron,468.0
test 0-0,4,0,0,3,classifiers.trees.REPTree,383.0
test 0-0,4,0,0,3,classifiers.bayes.NaiveBayesMultinomialText,212.0
test 0-0,4,0,0,3,classifiers.trees.LMT,493.0
test 0-0,4,0,0,3,classifiers.bayes.NaiveBayesMultinomial,212.0
test 0-0,4,0,0,3,classifiers.rules.OneR,251.0
test 0-0,4,0,0,3,classifiers.rules.ZeroR,212.0
test 0-0,4,0,0,3,classifiers.lazy.IBk,438.0
test 0-0,4,0,0,3,classifiers.functions.SimpleLogistic,493.0
test 0-1,4,0,1,2,classifiers.lazy.KStar,479.0
test 0-1,4,0,1,2,classifiers.bayes.NaiveBayes,445.0
test 0-1,4,0,1,2,classifiers.rules.DecisionTable,436.0
test 0-1,4,0,1,2,classifiers.functions.SMOreg,436.0
test 0-1,4,0,1,2,classifiers.trees.DecisionStump,238.0
test 0-1,4,0,1,2,classifiers.trees.J48,473.0
test 0-1,4,0,1,2,classifiers.trees.RandomTree,465.0
test 0-1,4,0,1,2,classifiers.functions.GaussianProcesses,465.0
test 0-1,4,0,1,2,classifiers.functions.MultilayerPerceptron,484.0
test 0-1,4,0,1,2,classifiers.trees.RandomForest,472.0
test 0-1,4,0,1,2,classifiers.functions.Logistic,492.0
test 0-1,4,0,1,2,classifiers.trees.lmt.LogisticBase,486.0
test 0-1,4,0,1,2,classifiers.bayes.BayesNet,435.0
test 0-1,4,0,1,2,classifiers.trees.HoeffdingTree,462.0
test 0-1,4,0,1,2,classifiers.functions.SimpleLinearRegression,462.0
test 0-1,4,0,1,2,classifiers.rules.JRip,463.0
test 0-1,4,0,1,2,classifiers.misc.SerializedClassifier,463.0
test 0-1,4,0,1,2,classifiers.rules.PART,471.0
test 0-1,4,0,1,2,classifiers.functions.LinearRegression,471.0
test 0-1,4,0,1,2,classifiers.functions.SMO,453.0
test 0-1,4,0,1,2,classifiers.functions.VotedPerceptron,453.0
test 0-1,4,0,1,2,classifiers.trees.REPTree,459.0
test 0-1,4,0,1,2,classifiers.bayes.NaiveBayesMultinomialText,145.0
test 0-1,4,0,1,2,classifiers.trees.LMT,489.0
test 0-1,4,0,1,2,classifiers.bayes.NaiveBayesMultinomial,489.0
test 0-1,4,0,1,2,classifiers.rules.OneR,437.0
test 0-1,4,0,1,2,classifiers.rules.ZeroR,145.0
test 0-1,4,0,1,2,classifiers.lazy.IBk,484.0
test 0-1,4,0,1,2,classifiers.functions.SimpleLogistic,482.0
test 0-2,4,0,2,1,classifiers.lazy.KStar,487.0
test 0-2,4,0,2,1,classifiers.bayes.NaiveBayes,368.0
test 0-2,4,0,2,1,classifiers.rules.DecisionTable,424.0
test 0-2,4,0,2,1,classifiers.functions.SMOreg,424.0
test 0-2,4,0,2,1,classifiers.trees.DecisionStump,223.0
test 0-2,4,0,2,1,classifiers.trees.J48,492.0
test 0-2,4,0,2,1,classifiers.trees.RandomTree,490.0
test 0-2,4,0,2,1,classifiers.functions.GaussianProcesses,490.0
test 0-2,4,0,2,1,classifiers.functions.MultilayerPerceptron,490.0
test 0-2,4,0,2,1,classifiers.trees.RandomForest,496.0
test 0-2,4,0,2,1,classifiers.functions.Logistic,496.0
test 0-2,4,0,2,1,classifiers.trees.lmt.LogisticBase,491.0
test 0-2,4,0,2,1,classifiers.bayes.BayesNet,387.0
test 0-2,4,0,2,1,classifiers.trees.HoeffdingTree,454.0
test 0-2,4,0,2,1,classifiers.functions.SimpleLinearRegression,454.0
test 0-2,4,0,2,1,classifiers.rules.JRip,490.0
test 0-2,4,0,2,1,classifiers.misc.SerializedClassifier,490.0
test 0-2,4,0,2,1,classifiers.rules.PART,492.0
test 0-2,4,0,2,1,classifiers.functions.LinearRegression,492.0
test 0-2,4,0,2,1,classifiers.functions.SMO,448.0
test 0-2,4,0,2,1,classifiers.functions.VotedPerceptron,448.0
test 0-2,4,0,2,1,classifiers.trees.REPTree,486.0
test 0-2,4,0,2,1,classifiers.bayes.NaiveBayesMultinomialText,175.0
test 0-2,4,0,2,1,classifiers.trees.LMT,489.0
test 0-2,4,0,2,1,classifiers.bayes.NaiveBayesMultinomial,489.0
test 0-2,4,0,2,1,classifiers.rules.OneR,259.0
test 0-2,4,0,2,1,classifiers.rules.ZeroR,175.0
test 0-2,4,0,2,1,classifiers.lazy.IBk,496.0
test 0-2,4,0,2,1,classifiers.functions.SimpleLogistic,489.0
test 0-3,4,0,3,0,classifiers.lazy.KStar,498.0
test 0-3,4,0,3,0,classifiers.bayes.NaiveBayes,380.0
test 0-3,4,0,3,0,classifiers.rules.DecisionTable,496.0
test 0-3,4,0,3,0,classifiers.functions.SMOreg,496.0
test 0-3,4,0,3,0,classifiers.trees.DecisionStump,249.0
test 0-3,4,0,3,0,classifiers.trees.J48,492.0
test 0-3,4,0,3,0,classifiers.trees.RandomTree,500.0
test 0-3,4,0,3,0,classifiers.functions.GaussianProcesses,500.0
test 0-3,4,0,3,0,classifiers.functions.MultilayerPerceptron,500.0
test 0-3,4,0,3,0,classifiers.trees.RandomForest,500.0
test 0-3,4,0,3,0,classifiers.functions.Logistic,500.0
test 0-3,4,0,3,0,classifiers.trees.lmt.LogisticBase,498.0
test 0-3,4,0,3,0,classifiers.bayes.BayesNet,383.0
test 0-3,4,0,3,0,classifiers.trees.HoeffdingTree,438.0
test 0-3,4,0,3,0,classifiers.functions.SimpleLinearRegression,438.0
test 0-3,4,0,3,0,classifiers.rules.JRip,481.0
test 0-3,4,0,3,0,classifiers.misc.SerializedClassifier,481.0
test 0-3,4,0,3,0,classifiers.rules.PART,490.0
test 0-3,4,0,3,0,classifiers.functions.LinearRegression,490.0
test 0-3,4,0,3,0,classifiers.functions.SMO,440.0
test 0-3,4,0,3,0,classifiers.functions.VotedPerceptron,440.0
test 0-3,4,0,3,0,classifiers.trees.REPTree,491.0
test 0-3,4,0,3,0,classifiers.bayes.NaiveBayesMultinomialText,178.0
test 0-3,4,0,3,0,classifiers.trees.LMT,499.0
test 0-3,4,0,3,0,classifiers.bayes.NaiveBayesMultinomial,499.0
test 0-3,4,0,3,0,classifiers.rules.OneR,284.0
test 0-3,4,0,3,0,classifiers.rules.ZeroR,178.0
test 0-3,4,0,3,0,classifiers.lazy.IBk,500.0
test 0-3,4,0,3,0,classifiers.functions.SimpleLogistic,497.0
test 0-4,4,1,0,2,classifiers.lazy.KStar,476.0
test 0-4,4,1,0,2,classifiers.bayes.NaiveBayes,400.0
test 0-4,4,1,0,2,classifiers.rules.DecisionTable,386.0
test 0-4,4,1,0,2,classifiers.functions.SMOreg,386.0
test 0-4,4,1,0,2,classifiers.trees.DecisionStump,304.0
test 0-4,4,1,0,2,classifiers.trees.J48,454.0
test 0-4,4,1,0,2,classifiers.trees.RandomTree,452.0
test 0-4,4,1,0,2,classifiers.functions.GaussianProcesses,452.0
test 0-4,4,1,0,2,classifiers.functions.MultilayerPerceptron,476.0
test 0-4,4,1,0,2,classifiers.trees.RandomForest,473.0
test 0-4,4,1,0,2,classifiers.functions.Logistic,494.0
test 0-4,4,1,0,2,classifiers.trees.lmt.LogisticBase,489.0
test 0-4,4,1,0,2,classifiers.bayes.BayesNet,373.0
test 0-4,4,1,0,2,classifiers.trees.HoeffdingTree,396.0
test 0-4,4,1,0,2,classifiers.functions.SimpleLinearRegression,396.0
test 0-4,4,1,0,2,classifiers.rules.JRip,450.0
test 0-4,4,1,0,2,classifiers.misc.SerializedClassifier,450.0
test 0-4,4,1,0,2,classifiers.rules.PART,446.0
test 0-4,4,1,0,2,classifiers.functions.LinearRegression,446.0
test 0-4,4,1,0,2,classifiers.functions.SMO,461.0
test 0-4,4,1,0,2,classifiers.functions.VotedPerceptron,461.0
test 0-4,4,1,0,2,classifiers.trees.REPTree,439.0
test 0-4,4,1,0,2,classifiers.bayes.NaiveBayesMultinomialText,179.0
test 0-4,4,1,0,2,classifiers.trees.LMT,491.0
test 0-4,4,1,0,2,classifiers.bayes.NaiveBayesMultinomial,491.0
test 0-4,4,1,0,2,classifiers.rules.OneR,304.0
test 0-4,4,1,0,2,classifiers.rules.ZeroR,179.0
test 0-4,4,1,0,2,classifiers.lazy.IBk,481.0
test 0-4,4,1,0,2,classifiers.functions.SimpleLogistic,489.0
test 0-5,4,1,1,1,classifiers.lazy.KStar,481.0
test 0-5,4,1,1,1,classifiers.bayes.NaiveBayes,380.0
test 0-5,4,1,1,1,classifiers.rules.DecisionTable,450.0
test 0-5,4,1,1,1,classifiers.functions.SMOreg,450.0
test 0-5,4,1,1,1,classifiers.trees.DecisionStump,255.0
test 0-5,4,1,1,1,classifiers.trees.J48,485.0
test 0-5,4,1,1,1,classifiers.trees.RandomTree,484.0
test 0-5,4,1,1,1,classifiers.functions.GaussianProcesses,484.0
test 0-5,4,1,1,1,classifiers.functions.MultilayerPerceptron,482.0
test 0-5,4,1,1,1,classifiers.trees.RandomForest,488.0
test 0-5,4,1,1,1,classifiers.functions.Logistic,485.0
test 0-5,4,1,1,1,classifiers.trees.lmt.LogisticBase,482.0
test 0-5,4,1,1,1,classifiers.bayes.BayesNet,391.0
test 0-5,4,1,1,1,classifiers.trees.HoeffdingTree,434.0
test 0-5,4,1,1,1,classifiers.functions.SimpleLinearRegression,434.0
test 0-5,4,1,1,1,classifiers.rules.JRip,475.0
test 0-5,4,1,1,1,classifiers.misc.SerializedClassifier,475.0
test 0-5,4,1,1,1,classifiers.rules.PART,485.0
test 0-5,4,1,1,1,classifiers.functions.LinearRegression,485.0
test 0-5,4,1,1,1,classifiers.functions.SMO,472.0
test 0-5,4,1,1,1,classifiers.functions.VotedPerceptron,472.0
test 0-5,4,1,1,1,classifiers.trees.REPTree,483.0
test 0-5,4,1,1,1,classifiers.bayes.NaiveBayesMultinomialText,183.0
test 0-5,4,1,1,1,classifiers.trees.LMT,486.0
test 0-5,4,1,1,1,classifiers.bayes.NaiveBayesMultinomial,486.0
test 0-5,4,1,1,1,classifiers.rules.OneR,286.0
test 0-5,4,1,1,1,classifiers.rules.ZeroR,183.0
test 0-5,4,1,1,1,classifiers.lazy.IBk,488.0
test 0-5,4,1,1,1,classifiers.functions.SimpleLogistic,481.0
